1,4,1136,140,320,0
2,4,841,104,336,0
3,4,962.5,454.5,341,0
4,4,1189.5,262.5,362.5,0
5,4,916.5,882,387.5,1
6,4,1776,493.5,450,1
7,4,1410.5,391,327,0
1,4,2226.5,196,410.5,0
2,4,1066,1183,476.5,0
3,4,1230,603.5,366,0
4,4,1722,272.5,330,0
5,4,1505,769,462,0
6,4,1830,317,305.5,0
7,4,2673,110,370,0
1,4,1760,701,373,0
2,4,1670,423.5,460,0
3,4,1300,1003.5,470,0
4,4,1096.5,1160,350,0
5,4,1541,668,336.5,0
6,4,1326,658,441,1
7,4,2867.5,10,276,1
1,4,1028.5,1018.5,367.5,1
2,4,1749.5,694,478.5,0
3,4,1440,1263,399.5,0
4,4,1922.5,717,390,0
5,4,529,2109,472.5,0
6,4,1199,985,529,0
7,4,3072.5,226,379,0
1,4,2138,710,422.5,0
2,4,580,1529,438,0
3,4,1342.5,947.5,380,0
4,4,1337.5,1281,342.5,0
5,4,1754,635,407.5,0
6,4,1779.5,762,414,0
7,4,3002.5,107,429.5,1
1,4,2181,1008.5,372.5,1
2,4,1368.5,1493,581,0
3,4,1648.5,930,468.5,0
4,4,1888.5,305.5,458.5,0
5,4,1510,1153,338.5,0
6,4,1308,1014.5,460,0
7,4,2552,211,468,0
1,4,1293.5,944,452,0
2,4,2575.5,883.5,463.5,0
3,4,2107.5,412,410.5,0
4,4,1984.5,903,507.5,0
5,4,2128.5,357,485.5,0
6,4,1616,780.5,478.5,0
7,4,1493,1294,516,0
1,4,1735,802,403,0
2,4,1994,623,485,1
3,1,1731,0,414,1
4,1,2417,306.5,431,1
5,1,2398,462,457,0
6,1,1393,735.5,348,0
7,1,2797,1040,403,0
1,1,2282.5,777,447,0
2,1,1613,1203,433,0
3,1,1972.5,994,463,0
4,1,2243.5,422,402.5,0
5,1,1876,1135,398.5,0
6,1,3429.5,836,554,0
7,1,2638.5,343,439.5,0
1,1,2270,1118.5,468.5,0
2,1,1638,1101,410,0
3,1,1127.5,1471,478,1
4,1,1815.5,956,357.5,1
5,1,2132,746,415.5,0
6,1,1971.5,1370,456,0
7,1,3700,175.5,472.5,0
1,1,2243,950.5,530,0
2,1,700,1661.5,588,0
3,1,2167.5,1229,360,0
4,1,1796,696,517.5,0
5,1,1623.5,1714.5,416,0
6,1,1410.5,1049.5,513.5,0
7,1,2607,441,460.5,0
1,1,2523.5,511,507,0
2,1,1367.5,1094.5,443.5,0
3,1,1887.5,1190,417.5,0
4,1,1886,670.5,437.5,0
5,1,2136,851,487.5,1
6,1,1792,1139.5,490.5,1
7,1,3063.5,470,462,1
1,1,2840,544.5,463.5,0
2,1,1865.5,1221.5,335,0
3,1,1378,874,315.5,0
4,1,1781,1075.5,578,0
5,1,2113.5,732,481,0
6,1,1781,1045.5,453.5,0
7,1,3790.5,134,411,0
1,1,1985,1477.5,541.5,0
2,1,1857,1344,485,0
3,1,1536.5,776,456.5,0
4,1,1637.5,1326.5,453.5,0
5,1,2386,1382,525.5,0
6,1,1776,1419.5,686,1
7,1,3495,625.5,466,1
1,1,1799.5,903,545,0
2,1,1853.5,1053,419,0
3,1,1905,1334,550,0
4,1,2262,737,505,0
5,1,1866,962,432,0
6,1,1594.5,1324,566,0
7,1,3580.5,500,464.5,0
1,1,2512,883,580.5,0
2,1,2118,639,592,0
3,1,2227.5,958.5,558,0
4,1,1703,1805.5,527.5,0
5,1,1887,1032,603,1
6,1,2250.5,1229,487,1
7,1,3638,60,450.5,1
1,1,2246.5,1268,538,0
2,1,2236.5,1318,546.5,0
3,1,1701.5,1660.5,636.5,0
4,1,1912,1204.5,601.5,0
5,1,1612.5,1311.5,512,0
6,1,1426,1618,612.5,0
7,1,2385.5,830,526.5,0
1,1,1318,1594.5,585.5,0
2,1,2393.5,1264.5,498,0
3,1,1683.5,1698,593.5,0
4,1,2042.5,1099,683.5,0
5,1,2398.5,582,542.5,0
6,1,3063.5,938.5,638.5,1
7,1,3024,607,443.5,1
1,1,2489,759,524,0
2,1,2716,408,589,0
3,1,1649.5,1764.5,566,0
4,1,2136,1362.5,649.5,0
5,1,2397,1161,586,0
6,1,2203.5,1513.5,687,0
7,1,4181,139,598,0
1,1,1865,1754,681,0
2,1,1454,1158,465,0
3,1,2357.5,1064.5,554,0
4,1,2314.5,1081,537.5,0
5,1,2322.5,1183,564.5,0
6,1,1895.5,1820.5,622.5,0
7,1,3428,240,505.5,0
1,1,2981.5,1061,708,1
2,2,2036,1566.5,581.5,1
3,2,1559,1935.5,566,1
4,2,1757,1154,659,0
5,2,2661,1024.5,657,0
6,2,2238.5,1543.5,561,0
7,2,3460.5,90,538.5,0
1,2,1806.5,1395.5,510.5,0
2,2,1661,1425,606.5,0
3,2,1660,1447.5,661,0
4,2,2037.5,1028.5,620,0
5,2,1918.5,1019,537.5,0
6,2,794.5,1047,468.5,0
7,2,2830,560,394.5,0
1,2,1416.5,1805.5,730,0
2,2,1628,1495.5,516.5,1
3,2,1745,1273.5,578,1
4,2,2087,1407,585,0
5,2,3236.5,60,537,0
6,2,2486,1045.5,536.5,0
7,2,4280.5,250,486,0
1,2,2790.5,724.5,720.5,0
2,2,2117,1260.5,540.5,0
3,2,2380,1228.5,517,0
4,2,3154.5,821,620,0
5,2,2624.5,892.5,604.5,0
6,2,1225.5,1883.5,654.5,0
7,2,2803.5,400,516.5,0
1,2,1731,1912,603.5,0
2,2,1772.5,1806.5,531,0
3,2,1240,2688.5,590,1
4,2,2050.5,1590,710,1
5,2,2157.5,1627,580.5,1
6,2,2415,1401,757,0
7,2,2853.5,1043,515,0
1,2,3251,515,553.5,0
2,2,1750.5,1910.5,570,0
3,2,1498,1697.5,502.5,0
4,2,2947,1123,598,0
5,2,2670,761,567,0
6,2,2333.5,1238,595,0
7,2,4061.5,361,533.5,0
1,2,1971.5,1294,610,0
2,2,2237,1329,571.5,0
3,2,1349.5,2051,577,0
4,2,3270,791,549.5,1
5,2,2151.5,1828.5,550,1
6,2,2094,1640,782,0
7,2,3746,671,544,0
1,2,3098,806.5,646,0
2,2,2012.5,1702.5,608,0
3,2,1822,888.5,462.5,0
4,2,2345,1365,572,0
5,2,1405,1763,590,0
6,2,1900,2197,620,0
7,2,3407,1035,600,0
1,2,2089,1047.5,672,0
2,2,1888,2165,639,0
3,2,1492.5,1805,638,0
4,2,1910,557.5,492.5,0
5,2,1821.5,1331,610,0
6,2,1933.5,1547.5,721.5,1
7,2,3354,1200,603.5,1
1,2,3131.5,617,654,1
2,2,1752,1387,651.5,0
3,2,2063,1144.5,652,0
4,2,1424.5,2284,613,0
5,2,2543.5,1262.5,474.5,0
6,2,1615,1962.5,693.5,0
7,2,3291.5,140,665,0
1,2,2642,1206,580,0
2,2,1718.5,1618.5,592,0
3,2,2212,1508,583.5,0
4,2,1891,895.5,512,0
5,2,2902,916.5,791,0
6,2,1652.5,1856,627,0
7,2,3309.5,1440,602.5,1
1,2,3048.5,1266.5,659.5,1
2,2,1763,1021,748.5,0
3,2,1908,1026.5,563,0
4,2,2003.5,1232.5,508,0
5,2,2345.5,1369.5,603.5,0
6,2,2066,1874.5,645.5,0
7,2,3019,600,666,0
1,2,2746.5,1100,669,0
2,2,1941,1803,696.5,0
3,2,2364.5,1696.5,641,0
4,2,1913.5,1859,514.5,0
5,2,2239,2192,663.5,0
6,2,2499.5,1625,639,0
7,2,4984,1100,622,0
1,2,2665,1087.5,684,1
2,3,2152,1265.5,765,1
3,3,1652,1423.5,602,1
4,3,1605.5,1747.5,552,0
5,3,1813.5,1889.5,625.5,0
6,3,1451.5,2230,663.5,0
7,3,4524,100,601.5,0
1,3,2705.5,802.5,524,0
2,3,1899.5,1389,625.5,0
3,3,1914,1681,549.5,0
4,3,2854,750.5,534,0
5,3,2860.5,1067.5,734,0
6,3,2153.5,1621,660.5,0
7,3,3653.5,465,603.5,0
1,3,1864,1524.5,653.5,0
2,3,2185,1106.5,624,1
3,3,2026,1436.5,685,1
4,3,2831.5,561.5,646,0
5,3,1703,1425.5,631.5,0
6,3,2177.5,1423,553,0
7,3,3876,839,627.5,0
1,3,1898.5,1668,540,0
2,3,2393,1563,648,0
3,3,1319,2472,793,0
4,3,1994,1346.5,519,0
5,3,2812.5,980,644,0
